Id,CreationDate,PostId,RelatedPostId,LinkTypeId
2258642,2013-02-18T03:03:17.400,46170,45967,3
2258643,2013-02-18T03:03:17.400,46299,32318,3
2258644,2013-02-18T03:03:17.400,46322,28936,3
2258645,2013-02-18T03:03:17.400,46608,46597,3
2258646,2013-02-18T03:03:17.400,46737,32419,3
2258647,2013-02-18T03:03:17.400,46737,46720,3
2258648,2013-02-18T03:03:17.400,46753,46744,3
2258649,2013-02-18T03:03:17.400,46903,2628,3
2258650,2013-02-18T03:03:17.400,46908,1595,3
2258651,2013-02-18T03:03:17.400,46929,18905,3
2258652,2013-02-18T03:03:17.400,47065,1444,3
2258653,2013-02-18T03:03:17.400,47134,38290,3
2258654,2013-02-18T03:03:17.400,47294,1444,3
2258655,2013-02-18T03:03:17.400,47294,47296,3
2258656,2013-02-18T03:03:17.400,47327,11109,3
2258657,2013-02-18T03:03:17.400,47327,47258,3
2258658,2013-02-18T03:03:17.400,47485,47383,3
2258659,2013-02-18T03:03:17.400,47618,44928,3
2258660,2013-02-18T03:03:17.400,47746,20523,3
2258661,2013-02-18T03:03:17.400,47769,47698,3
2258662,2013-02-18T03:03:17.400,47787,47696,3
2258663,2013-02-18T03:03:17.400,47951,18599,3
2258664,2013-02-18T03:03:17.400,48022,12053,3
2258665,2013-02-18T03:03:17.400,48109,4220,3
2258666,2013-02-18T03:03:17.400,48145,6067,3
2258667,2013-02-18T03:03:17.400,48199,31657,3
2258668,2013-02-18T03:03:17.400,48261,43471,3
2258669,2013-02-18T03:03:17.400,48270,31159,3
2258670,2013-02-18T03:03:17.400,48334,44838,3
2258671,2013-02-18T03:03:17.400,48477,26454,3
2258672,2013-02-18T03:03:17.400,48534,38856,3
2258673,2013-02-18T03:03:17.400,48563,27951,3
2258674,2013-02-18T03:03:17.400,48582,48696,3
2258675,2013-02-18T03:03:17.400,48734,534,3
2258676,2013-02-18T03:03:17.400,48734,30156,3
2258677,2013-02-18T03:03:17.400,49009,48678,3
2258678,2013-02-18T03:03:17.400,49026,40454,3
2258679,2013-02-18T03:03:17.400,49140,49120,3
2258680,2013-02-18T03:03:17.400,49421,2691,3
2258681,2013-02-18T03:03:17.400,49430,29126,3
2258682,2013-02-18T03:03:17.400,49442,125,3
2258683,2013-02-18T03:03:17.400,49510,48425,3
2258684,2013-02-18T03:03:17.400,49834,665,3
2258685,2013-02-18T03:03:17.400,49906,49826,3
2258686,2013-02-18T03:03:17.400,50043,50002,3
2258687,2013-02-18T03:03:17.400,50095,50067,3
2258941,2013-02-18T07:09:55.550,50206,34753,1
2259174,2013-02-18T09:09:53.270,50156,50121,1
2259335,2013-02-18T10:36:46.060,50225,12194,1
2259727,2013-02-18T15:21:51.297,31989,1266,1
2260315,2013-02-18T17:58:02.677,31989,1266,3
2260624,2013-02-18T20:00:56.203,50267,7515,3
2260625,2013-02-18T20:01:05.207,50267,38856,1
2260626,2013-02-18T20:01:05.207,50267,3730,1
2260627,2013-02-18T20:03:18.540,50262,50219,1
2260995,2013-02-19T01:40:21.740,50262,50219,3
2261043,2013-02-19T02:14:19.100,50226,33262,1
2261044,2013-02-19T02:14:19.100,50226,10309,1
2261609,2013-02-19T09:26:26.907,50308,50262,1
2261612,2013-02-19T09:27:13.897,50262,50308,1
2261987,2013-02-19T14:11:01.860,50322,6127,1
2262250,2013-02-19T15:59:52.143,50339,43110,1
2262549,2013-02-19T20:30:03.163,50295,50272,1
2263009,2013-02-20T01:24:55.130,50363,20836,1
2263103,2013-02-20T02:29:01.283,50362,17602,1
2263351,2013-02-20T04:22:15.050,50377,30643,1
2263704,2013-02-20T09:36:11.910,50362,17602,3
2263801,2013-02-20T11:24:06.817,50348,12251,1
2264884,2013-02-20T18:02:35.337,50426,20543,1
2264991,2013-02-20T18:43:28.857,50425,13314,1
2265254,2013-02-20T19:45:04.717,50431,5690,1
2265314,2013-02-20T20:25:50.423,50434,38087,1
2266545,2013-02-21T08:30:46.387,50479,118,1
2266632,2013-02-21T09:40:55.033,50503,13112,1
2267127,2013-02-21T14:10:42.927,50517,3931,1
2267170,2013-02-21T14:15:53.703,50516,6067,1
2268090,2013-02-21T18:05:24.443,50512,49443,1
2268860,2013-02-21T22:16:22.970,50536,13314,1
2268861,2013-02-21T22:17:05.093,50536,50425,1
2268893,2013-02-21T22:26:34.443,50501,26886,1
2268979,2013-02-21T23:11:51.380,50584,26886,1
2268980,2013-02-21T23:11:51.380,50584,50501,1
2269014,2013-02-21T23:36:07.673,50584,46217,3
2269015,2013-02-21T23:36:07.673,50584,50501,3
2269371,2013-02-22T03:12:31.300,20401,50596,1
2269429,2013-02-22T04:11:27.933,50596,20401,1
2269951,2013-02-22T11:38:06.397,50609,15618,1
2269958,2013-02-22T11:43:56.993,50601,50598,1
2270208,2013-02-22T14:26:36.777,50623,36100,1
2270635,2013-02-22T17:32:16.600,41183,961,1
2270727,2013-02-22T18:46:58.833,50639,50615,1
2271184,2013-02-22T22:04:14.053,50657,48086,1
2271221,2013-02-22T22:33:16.123,50650,19591,1
2271258,2013-02-22T23:10:49.690,50646,50575,1
2272226,2013-02-23T10:29:16.937,50681,17618,1
2272284,2013-02-23T11:37:14.097,50547,21551,1
2273333,2013-02-23T19:06:07.193,48410,45803,1
2273356,2013-02-23T19:18:48.570,49832,13166,1
2273410,2013-02-23T20:03:28.143,50547,2151,3
2273625,2013-02-23T22:30:06.903,50699,7535,1
2273626,2013-02-23T22:30:06.903,50699,3024,1
2273652,2013-02-23T22:36:21.620,50697,6907,1
2273811,2013-02-24T01:55:03.650,50704,44246,1
2273922,2013-02-24T03:33:08.143,50675,50592,1
2273926,2013-02-24T03:35:30.217,50675,50712,1
2274325,2013-02-24T08:09:52.687,44385,166,1
2274326,2013-02-24T08:09:52.687,44385,276,1
2274521,2013-02-24T10:11:20.623,50699,7535,3
2274863,2013-02-24T13:16:42.280,50738,13086,1
2274977,2013-02-24T13:38:09.167,49027,26529,1
2275224,2013-02-24T16:48:47.897,50738,15426,1
2275273,2013-02-24T17:39:30.987,50745,43217,1
2275658,2013-02-24T20:43:49.613,2377,43482,1
2275696,2013-02-24T21:04:25.377,50712,50675,1
2275941,2013-02-24T23:29:54.050,50675,50592,3
2275942,2013-02-24T23:34:15.677,13086,15426,1
2275987,2013-02-25T00:14:24.903,50623,29479,1
2276033,2013-02-25T00:40:34.507,726,49123,1
2277043,2013-02-25T14:58:11.320,50585,50295,1
2277044,2013-02-25T14:58:11.320,50585,50272,1
2277685,2013-02-25T20:45:54.867,50822,33059,1
2279370,2013-02-26T06:07:42.903,50844,28744,1
2280443,2013-02-26T13:02:36.823,50798,5960,1
2281085,2013-02-26T15:25:57.303,50858,5680,1
2281144,2013-02-26T15:35:21.690,50857,12200,1
2281153,2013-02-26T15:40:03.567,49832,5517,1
2281622,2013-02-26T17:41:25.220,50878,34396,1
2281770,2013-02-26T18:18:45.257,12922,36152,1
2281785,2013-02-26T18:20:40.463,50879,36152,1
2281786,2013-02-26T18:20:40.463,50879,12922,1
2283185,2013-02-27T01:32:40.627,50901,13262,1
2287873,2013-02-27T16:42:13.157,50949,50429,1
2287913,2013-02-27T16:48:31.263,50949,49905,1
2288004,2013-02-27T17:10:38.277,50932,12861,1
2288290,2013-02-27T17:58:47.993,50947,50949,1
2289549,2013-02-27T22:19:13.697,50988,36201,1
2289550,2013-02-27T22:19:13.697,50988,35173,1
2293425,2013-02-28T13:14:34.027,49905,37743,1
2293784,2013-02-28T14:06:17.490,50969,30455,1
2294078,2013-02-28T15:28:36.917,51046,32781,1
2296430,2013-02-28T21:07:51.803,50632,33142,1
2296919,2013-02-28T22:56:34.270,51084,46389,1
2296931,2013-02-28T23:04:35.180,51062,5960,1
2297873,2013-03-01T04:43:43.147,51103,29158,1
2301140,2013-03-01T13:39:03.277,51123,7,1
2301276,2013-03-01T14:17:11.640,31366,48786,1
2301396,2013-03-01T14:48:57.167,51121,12262,1
2301748,2013-03-01T16:22:12.140,51134,20447,1
2302307,2013-03-01T18:43:48.207,51139,50917,1
2303343,2013-03-02T00:50:04.423,51005,51155,1
2303372,2013-03-02T01:22:26.270,48178,17624,1
2306599,2013-03-02T19:56:23.093,51198,30325,1
2306936,2013-03-02T22:19:06.830,51206,18480,1
2306937,2013-03-02T22:19:06.830,51206,20397,1
2307344,2013-03-03T02:33:54.203,51206,29781,1
2307345,2013-03-03T02:33:54.203,51206,7112,1
2307346,2013-03-03T02:33:54.203,51206,19216,1
2307353,2013-03-03T02:37:27.820,18480,20397,1
2307354,2013-03-03T02:37:27.820,18480,18844,1
2307355,2013-03-03T02:39:03.200,20397,18844,1
2307378,2013-03-03T02:41:48.317,18844,18480,1
2307379,2013-03-03T02:41:48.317,18844,20397,1
2308297,2013-03-03T07:59:35.630,51185,51224,1
2309114,2013-03-03T12:44:46.493,51184,7286,1
2309725,2013-03-03T16:49:56.550,51224,51185,1
2310045,2013-03-03T18:37:13.197,51237,54,1
2310643,2013-03-03T21:57:46.447,51258,51237,1
2310644,2013-03-03T21:57:46.447,51258,54,1
2314074,2013-03-04T16:32:25.757,2032,5026,1
2316836,2013-03-05T04:33:52.923,51321,7977,1
2318057,2013-03-05T11:27:53.377,51363,33300,1
2318772,2013-03-05T14:33:36.690,51378,7513,1
2319503,2013-03-05T16:35:05.580,51386,28474,1
2319865,2013-03-05T18:03:53.433,51398,6563,1
2319866,2013-03-05T18:03:53.433,51398,30728,1
2319867,2013-03-05T18:04:04.837,51398,6563,3
2321177,2013-03-05T23:05:28.243,51416,18348,1
2322457,2013-03-06T05:17:16.993,43851,575,1
2324300,2013-03-06T11:20:47.563,51459,21298,1
2324301,2013-03-06T11:20:47.563,51459,51450,1
2325331,2013-03-06T15:43:19.493,50807,51475,1
2325927,2013-03-06T17:24:50.920,50822,20836,1
2326583,2013-03-06T18:21:43.637,51475,50807,1
2327714,2013-03-06T22:10:35.050,51488,31190,1
2330177,2013-03-07T08:56:17.563,51552,30728,1
2334029,2013-03-07T20:14:04.010,51612,26914,1
2335182,2013-03-07T23:11:06.340,51595,37993,1
2335354,2013-03-07T23:58:10.867,51619,18603,1
2336121,2013-03-08T04:37:46.227,49002,31597,1
2339898,2013-03-08T18:07:12.343,51692,49953,1
2341997,2013-03-09T00:45:47.547,51732,20836,1
2342473,2013-03-09T01:24:02.157,51744,8019,1
2347928,2013-03-10T02:03:02.500,51802,49011,1
2347986,2013-03-10T02:19:35.217,49011,51782,1
2348729,2013-03-10T05:06:47.570,49011,51802,1
2351955,2013-03-10T18:21:28.010,51802,17495,1
2352448,2013-03-10T21:32:17.183,51707,51858,1
2352458,2013-03-10T21:33:55.277,51707,51856,1
2353245,2013-03-11T00:50:08.640,51858,51707,1
2353988,2013-03-11T04:31:27.937,51886,13103,1
2354458,2013-03-11T05:20:19.237,51887,21822,1
2354537,2013-03-11T05:50:32.957,51736,15784,1
2354637,2013-03-11T06:31:12.857,51856,51707,1
2355897,2013-03-11T11:47:41.543,43313,43131,3
2355907,2013-03-11T11:48:26.440,43131,1826,1
2355912,2013-03-11T11:53:20.463,51899,51892,3
2355913,2013-03-11T11:58:17.933,51899,51835,1
2356804,2013-03-11T13:36:05.227,51907,30156,1
2356805,2013-03-11T13:36:05.227,51907,29713,1
2357263,2013-03-11T15:05:42.713,51907,30156,3
2357392,2013-03-11T15:22:50.447,51914,14757,1
2357535,2013-03-11T15:44:20.700,51918,23142,1
2357608,2013-03-11T16:07:24.750,51814,33865,1
2357609,2013-03-11T16:07:24.750,51814,7481,1
2357610,2013-03-11T16:07:24.750,51814,29824,1
2357611,2013-03-11T16:09:06.443,51914,14757,3
2357803,2013-03-11T16:47:28.467,51921,28730,1
2358692,2013-03-11T20:35:45.437,51939,3707,1
2359666,2013-03-12T01:00:25.217,51960,7,1
2360236,2013-03-12T03:14:44.170,51814,29824,3
2360237,2013-03-12T03:14:44.170,51814,33865,3
2360239,2013-03-12T03:15:24.030,51892,51835,3
2361532,2013-03-12T11:22:43.293,51985,51921,1
2361561,2013-03-12T11:34:08.820,51982,34920,1
2361562,2013-03-12T11:34:08.820,51982,45671,1
2362325,2013-03-12T15:23:17.693,51985,28730,1
2362326,2013-03-12T15:23:17.693,51985,11009,1
2362327,2013-03-12T15:23:17.693,51985,27724,1
2362328,2013-03-12T15:23:17.693,51985,7948,1
2362329,2013-03-12T15:23:17.693,51985,20836,1
2362692,2013-03-12T16:23:29.847,52013,3611,1
2362720,2013-03-12T16:24:02.503,51974,7200,1
2362721,2013-03-12T16:30:03.907,52014,51917,1
2362799,2013-03-12T16:44:36.097,51917,52014,1
2363863,2013-03-12T22:58:52.987,51453,46019,1
2364574,2013-03-13T01:33:26.543,52047,6127,1
2365332,2013-03-13T06:05:30.083,52005,51718,1
2366507,2013-03-13T13:26:12.233,52091,2492,1
2367005,2013-03-13T15:51:31.150,52111,31972,1
2367300,2013-03-13T16:31:55.590,52100,51707,3
2367598,2013-03-13T17:51:56.703,52024,1773,1
2367800,2013-03-13T18:55:23.060,52089,24022,1
2367904,2013-03-13T19:17:24.510,52080,2691,1
2369296,2013-03-13T23:19:55.437,52041,25894,1
2369734,2013-03-14T03:43:56.360,52155,20523,1
2369735,2013-03-14T03:43:56.360,52155,3559,1
2369843,2013-03-14T04:51:56.110,51982,12262,1
2369858,2013-03-14T05:02:16.887,45671,12262,1
2369869,2013-03-14T05:04:55.557,34920,12262,1
2370746,2013-03-14T10:59:51.117,52091,37993,1
2372085,2013-03-14T17:30:16.600,52089,20523,1
2374745,2013-03-15T01:00:12.310,52224,1576,1
2374823,2013-03-15T01:09:56.477,43551,15426,1
2375268,2013-03-15T05:28:56.677,52252,32188,1
2375578,2013-03-15T08:27:05.190,52209,36212,1
2375579,2013-03-15T08:27:30.727,52209,2492,1
2375891,2013-03-15T11:13:21.007,52274,2306,1
2376183,2013-03-15T14:04:44.663,52320,33520,1
2376479,2013-03-15T16:19:28.890,52209,16921,1
2376571,2013-03-15T17:14:48.793,52320,38709,1
2376644,2013-03-15T17:50:24.390,52354,18433,3
2376785,2013-03-15T18:36:07.997,52063,18208,1
2376786,2013-03-15T18:36:07.997,52063,34926,1
2376804,2013-03-15T18:40:54.937,52360,51699,1
2376985,2013-03-15T20:00:01.403,52285,30728,1
2377005,2013-03-15T20:07:47.430,35843,13329,1
2377018,2013-03-15T20:12:20.383,33502,52089,1
2377184,2013-03-15T21:57:46.990,52379,31690,1
2377205,2013-03-15T22:23:47.410,52379,24242,1
2377206,2013-03-15T22:23:47.410,52379,21282,1
2377568,2013-03-16T04:50:27.773,51794,12262,1
2377603,2013-03-16T06:10:11.440,52386,3479,1
2377604,2013-03-16T06:10:11.440,52386,31416,1
2377605,2013-03-16T06:10:11.440,52386,12828,1
2378062,2013-03-16T15:03:10.807,52255,23142,1
2378318,2013-03-16T18:45:39.800,52293,51718,1
2378461,2013-03-16T21:27:31.810,52431,7408,1
2378462,2013-03-16T21:27:44.430,52431,7408,3
2378707,2013-03-17T00:35:58.203,52434,52352,1
2379326,2013-03-17T09:52:44.633,52462,18375,1
2379965,2013-03-17T15:12:23.550,52489,52305,1
2380388,2013-03-17T18:35:55.253,52444,17301,1
2380958,2013-03-18T00:19:18.867,52463,36212,1
2380993,2013-03-18T01:17:55.633,52505,14076,1
2381210,2013-03-18T07:07:07.237,52536,18603,1
2381749,2013-03-18T13:29:22.767,52585,25605,1
2381800,2013-03-18T13:45:35.413,52585,29781,1
2381801,2013-03-18T13:45:35.413,52585,28730,1
2381803,2013-03-18T13:52:09.403,52586,22347,1
2381841,2013-03-18T14:11:38.260,52564,15776,1
2381842,2013-03-18T14:11:38.260,52564,30976,1
2381843,2013-03-18T14:11:38.260,52564,949,1
2381892,2013-03-18T14:55:48.683,52586,23142,1
2381984,2013-03-18T15:39:20.730,52582,12320,1
2382132,2013-03-18T16:50:48.457,22902,20836,1
2382688,2013-03-18T22:34:04.233,52628,10728,1
2383022,2013-03-19T01:53:12.247,52646,15978,1
2383291,2013-03-19T07:36:47.857,52645,2691,1
2383521,2013-03-19T10:02:50.110,52672,30387,1
2383646,2013-03-19T11:14:10.897,12997,52680,1
2384062,2013-03-19T14:42:52.217,52691,51861,1
2384572,2013-03-19T18:33:25.443,52708,37720,1
2384868,2013-03-19T21:13:55.190,52730,43871,1
2384938,2013-03-19T22:03:31.770,52760,34488,3
2384945,2013-03-19T22:09:46.020,52754,51718,1
2385009,2013-03-19T22:51:25.277,52756,52004,1
2385016,2013-03-19T23:08:43.137,52730,6067,1
2385109,2013-03-20T00:32:01.287,52773,50932,1
2385114,2013-03-20T00:37:37.067,52774,36152,1
2385206,2013-03-20T01:16:25.440,52751,34636,1
2385264,2013-03-20T01:52:20.900,52585,34488,1
2385352,2013-03-20T02:16:51.537,52774,36152,3
2385468,2013-03-20T04:08:41.667,52789,52775,3
2385919,2013-03-20T11:29:07.157,43987,726,1
2386229,2013-03-20T13:58:41.450,52761,52428,1
2386690,2013-03-20T17:24:12.527,52839,52813,3
2386744,2013-03-20T17:35:12.330,52842,46226,1
2387282,2013-03-20T23:08:28.323,52825,34636,1
2387283,2013-03-20T23:08:28.323,52825,20523,1
2387673,2013-03-21T05:08:08.100,51794,12262,3
2388389,2013-03-21T14:26:33.400,52803,34057,1
2388487,2013-03-21T15:30:59.860,52911,24187,1
2388714,2013-03-21T17:49:17.577,52909,22488,1
2388719,2013-03-21T17:49:35.003,52909,29121,1
2388731,2013-03-21T18:13:39.523,52921,48029,1
2389185,2013-03-21T23:15:25.867,9990,50954,1
2389324,2013-03-22T00:50:48.323,52945,2628,1
2389572,2013-03-22T02:30:07.550,52963,11707,1
2389655,2013-03-22T04:46:23.583,48029,52921,1
2389837,2013-03-22T08:38:45.443,48029,52980,1
2390084,2013-03-22T12:39:58.537,52426,33028,1
2390090,2013-03-22T12:45:04.000,52989,52688,1
2390091,2013-03-22T12:45:04.000,52989,52609,1
2390510,2013-03-22T16:41:18.087,52780,52889,1
2391351,2013-03-23T06:08:11.050,53014,3112,1
2391636,2013-03-23T11:50:20.167,53030,53042,3
2391695,2013-03-23T12:31:55.973,52908,49942,1
2391707,2013-03-23T12:51:33.763,53068,12495,1
2391708,2013-03-23T12:51:33.763,53068,36152,1
2392153,2013-03-23T17:01:23.183,53079,17349,1
2392221,2013-03-23T18:12:42.857,53045,52680,1
2392600,2013-03-23T22:10:46.127,53102,52889,1
2392718,2013-03-23T23:33:38.073,53107,41881,1
2392974,2013-03-24T02:21:31.193,53093,21465,1
2393476,2013-03-24T10:48:28.680,53135,22938,1
2393480,2013-03-24T10:52:48.210,53135,24006,1
2394323,2013-03-24T20:26:57.450,53164,12461,1
2394324,2013-03-24T20:26:57.450,53164,13797,1
2394484,2013-03-24T21:35:56.653,53167,34636,1
2394485,2013-03-24T21:35:56.653,53167,20523,1
2395167,2013-03-25T06:20:07.480,53203,53171,1
2395250,2013-03-25T07:47:13.450,53217,52104,1
2395667,2013-03-25T12:17:18.953,53229,53224,1
2395785,2013-03-25T13:46:34.360,53227,213,1
2395786,2013-03-25T13:46:49.833,53227,37865,1
2395787,2013-03-25T13:46:49.833,53227,175,1
2395790,2013-03-25T13:49:11.893,53227,29990,1
2395843,2013-03-25T14:29:35.887,53231,4099,1
2395867,2013-03-25T14:58:39.993,52680,53045,1
2397367,2013-03-26T08:24:54.733,53304,25290,1
2397997,2013-03-26T13:51:41.253,52996,31424,1
2398244,2013-03-26T15:38:34.720,53061,25290,1
2398302,2013-03-26T15:57:47.460,53096,27750,1
2398376,2013-03-26T16:47:43.990,53345,4284,1
2398846,2013-03-26T18:54:25.720,43876,14474,1
2398935,2013-03-26T19:57:40.827,53333,10510,1
2398937,2013-03-26T20:00:29.657,53333,10510,3
2399015,2013-03-26T20:24:49.580,53345,22566,1
2399016,2013-03-26T20:24:49.580,53345,20295,1
2399264,2013-03-26T22:38:02.277,52646,53380,1
2399289,2013-03-26T23:01:56.190,53380,52646,1
2399715,2013-03-27T04:54:05.297,53392,53396,3
2400142,2013-03-27T08:37:08.310,53337,53407,1
2400318,2013-03-27T11:01:30.407,53340,53425,1
2401834,2013-03-27T15:54:08.617,53151,53324,1
2401877,2013-03-27T15:57:00.840,53357,16921,1
2401909,2013-03-27T16:13:52.887,53432,20002,1
2401910,2013-03-27T16:13:52.887,53432,20452,1
2402243,2013-03-27T19:44:42.427,54479,51792,1
2403044,2013-03-28T12:37:59.390,54522,3392,1
2403203,2013-03-28T14:30:34.460,54547,50932,1
2403204,2013-03-28T14:30:34.460,54547,52773,1
2403343,2013-03-28T16:07:47.833,54532,52531,1
2403350,2013-03-28T16:20:32.570,54561,53349,1
2403850,2013-03-29T01:16:28.287,54607,414,1
2404384,2013-03-29T15:06:49.853,54649,12174,1
2404464,2013-03-29T16:25:30.187,54651,18480,1
2405356,2013-03-30T15:17:00.537,54733,54645,1
2405595,2013-03-30T20:28:08.670,54645,38700,1
2406052,2013-03-31T08:08:12.067,51006,51558,1
2406167,2013-03-31T12:03:22.680,54781,54733,1
2406225,2013-03-31T13:22:56.760,54778,54645,3
2406471,2013-03-31T18:05:19.770,54781,54736,1
2406565,2013-03-31T20:51:50.780,54798,54753,1
2406649,2013-03-31T22:41:10.110,54724,20648,1
2406650,2013-03-31T22:41:10.110,54724,2492,1
2406651,2013-03-31T22:41:10.110,54724,36212,1
2406652,2013-03-31T22:41:10.110,54724,51718,1
2406653,2013-03-31T22:41:10.110,54724,6350,1
2406654,2013-03-31T22:41:10.110,54724,9573,1
2406655,2013-03-31T22:41:10.110,54724,12262,1
2406656,2013-03-31T22:41:10.110,54724,12261,1
2406657,2013-03-31T22:41:10.110,54724,27610,1
2406674,2013-03-31T22:58:39.323,54813,54798,1
2406677,2013-03-31T22:59:05.357,54813,54753,1
2406691,2013-03-31T23:05:14.347,54724,27721,1
2406761,2013-04-01T00:51:05.447,54781,54662,1
2407092,2013-04-01T11:40:40.383,37857,26081,1
2407164,2013-04-01T14:00:46.280,54817,43958,1
2407185,2013-04-01T14:30:33.197,54873,24022,1
2407337,2013-04-01T16:58:39.577,54884,24944,1
2407415,2013-04-01T18:27:08.720,54821,46719,1
2407557,2013-04-01T19:59:54.287,54905,10702,1
2407558,2013-04-01T19:59:54.287,54905,46856,1
2407559,2013-04-01T19:59:54.287,54905,52255,1
2407560,2013-04-01T19:59:59.990,54905,10702,3
2407857,2013-04-02T02:29:10.860,1713,1601,1
2408168,2013-04-02T10:58:07.173,54750,54952,1
2408242,2013-04-02T12:24:38.023,53078,45050,1
2408262,2013-04-02T12:37:43.853,51206,29781,3
2408533,2013-04-02T16:17:40.493,54951,31292,1
2408670,2013-04-02T19:26:40.327,54954,51826,1
2408679,2013-04-02T19:37:21.643,54943,54927,1
2408699,2013-04-02T20:13:26.477,54990,51386,1
2408792,2013-04-02T21:23:47.840,54912,47453,1
2408822,2013-04-02T22:50:29.340,54693,35940,1
2408886,2013-04-02T23:37:44.923,54975,44475,1
2408942,2013-04-03T01:11:48.003,54695,37729,1
2409079,2013-04-03T05:18:08.593,55025,9629,1
2409080,2013-04-03T05:18:08.593,55025,2391,1
2409081,2013-04-03T05:18:08.593,55025,43748,1
2409210,2013-04-03T08:14:20.977,55026,55023,1
2409333,2013-04-03T10:07:01.467,55036,20701,1
2409373,2013-04-03T10:50:09.753,55031,2910,1
2409517,2013-04-03T14:45:41.457,54954,51826,3
2409543,2013-04-03T15:17:36.433,55036,20701,3
2409650,2013-04-03T17:31:33.230,53191,23200,1
2409662,2013-04-03T17:51:06.163,55008,28474,1
2409663,2013-04-03T17:51:06.163,55008,30363,1
2409664,2013-04-03T17:51:06.163,55008,26014,1
2409688,2013-04-03T18:13:07.513,55073,54896,1
2409754,2013-04-03T19:19:53.400,55080,43676,1
2409795,2013-04-03T20:09:55.023,12174,54649,1
2410253,2013-04-04T06:14:20.553,55113,16381,1
2410254,2013-04-04T06:14:20.553,55113,52089,1
2410463,2013-04-04T12:12:41.743,55131,16381,1
2410471,2013-04-04T12:31:40.493,54927,9801,1
2410623,2013-04-04T14:54:01.747,55008,28474,3
2410624,2013-04-04T14:54:01.747,55008,30363,3
2410839,2013-04-04T17:46:41.087,55138,24676,1
2410840,2013-04-04T17:46:41.087,55138,7853,1
2410841,2013-04-04T17:46:41.087,55138,19195,1
2410842,2013-04-04T17:46:41.087,55138,305,1
2410843,2013-04-04T17:46:41.087,55138,5913,1
2410905,2013-04-04T18:28:51.730,55131,16381,3
2410956,2013-04-04T19:37:48.633,55169,41270,1
2411190,2013-04-04T23:35:30.793,55148,2492,1
2411191,2013-04-04T23:36:21.610,55148,36212,1
2411212,2013-04-05T00:00:35.347,55031,1595,1
2411213,2013-04-05T00:00:35.347,55031,43719,1
2411300,2013-04-05T01:39:31.193,55134,798,1
2411995,2013-04-05T15:21:56.343,55177,35971,1
2412011,2013-04-05T15:29:13.887,55256,3372,3
2412209,2013-04-05T19:02:38.613,17368,41208,1
2412912,2013-04-06T16:04:06.950,55261,20836,1
2412950,2013-04-06T17:07:25.420,55298,3038,1
2413029,2013-04-06T18:57:11.423,55299,3874,1
2413451,2013-04-07T08:29:35.243,55364,4700,1
2413630,2013-04-07T11:40:38.687,55367,8071,1
2413842,2013-04-07T16:50:26.920,55393,12262,1
2413843,2013-04-07T16:56:33.440,55393,11351,1
2413892,2013-04-07T17:28:59.813,55389,298,1
2414017,2013-04-07T19:30:51.520,55418,3559,1
2414036,2013-04-07T19:48:19.773,7668,55404,1
2414107,2013-04-07T20:21:28.493,55423,55168,1
2414222,2013-04-07T23:36:03.507,55433,45050,1
2414223,2013-04-07T23:36:03.507,55433,23666,1
2414224,2013-04-07T23:36:03.507,55433,31166,1
2414788,2013-04-08T07:22:11.773,55446,55444,1
2414850,2013-04-08T08:15:17.467,55455,55301,1
2415089,2013-04-08T12:52:05.577,55446,55444,3
2415094,2013-04-08T12:58:37.557,55458,51583,1
2415357,2013-04-08T17:37:50.387,55494,47671,1
2415539,2013-04-08T20:45:57.350,55473,2492,1
2415571,2013-04-08T21:30:26.173,55494,24877,1
2415652,2013-04-08T23:33:31.090,52763,43674,1
2415924,2013-04-09T04:20:47.223,55555,20836,1
2416012,2013-04-09T07:28:48.737,55480,22501,1
2416045,2013-04-09T07:48:23.650,54775,30834,1
2416226,2013-04-09T12:38:08.763,55575,55563,1
2416459,2013-04-09T15:39:02.463,55571,16947,1
2416607,2013-04-09T17:38:39.097,55591,43228,3
2416618,2013-04-09T17:39:09.333,55591,4220,1
2416619,2013-04-09T17:39:09.333,55591,14483,1
2416620,2013-04-09T17:40:46.510,55575,55563,3
2416667,2013-04-09T18:17:41.557,55587,55609,3
2416736,2013-04-09T19:29:28.523,55612,16946,1
2416743,2013-04-09T19:49:20.003,55614,9913,1
2416755,2013-04-09T19:50:12.930,55614,18480,1
2416756,2013-04-09T19:51:01.087,55614,17816,1
2416823,2013-04-09T21:30:41.500,55458,14500,1
2416837,2013-04-09T22:24:51.257,55597,181,1
2416841,2013-04-09T22:49:58.000,55597,55452,1
2416842,2013-04-09T22:50:41.583,55617,25738,1
2416860,2013-04-09T23:04:17.220,55633,44139,3
2417197,2013-04-10T07:42:03.157,55662,55571,1
2417198,2013-04-10T07:42:49.770,55662,53432,1
2417366,2013-04-10T10:11:44.470,55669,14226,1
2417451,2013-04-10T10:49:36.963,55691,726,1
2417509,2013-04-10T11:46:28.650,55703,8104,1
2417678,2013-04-10T14:21:42.297,55721,35940,1
2417679,2013-04-10T14:21:42.297,55721,21237,1
2417705,2013-04-10T15:11:58.807,55722,55400,3
2417819,2013-04-10T16:46:05.003,55734,45033,1
2417843,2013-04-10T17:00:22.160,55738,26862,1
2417915,2013-04-10T17:51:32.967,55748,24568,1
2418143,2013-04-10T22:14:24.903,55771,43898,1
2418174,2013-04-10T22:53:04.143,55777,798,1
